INTERACTING_PROTEINS,DDI,DLI  (3DID DMI),DLI  (ELM)
Q99640-2   Q9GZR5,102,16,35
Q99640-2   Q9H400-1,102,16,35
Q99640-2   Q9Y320-1,102,16,35
Q99650-1   P50458,54,0,0
Q99650-1   Q3KNW5,54,0,0
Q99650-1   Q96EQ0,54,0,0
Q99650-1   Q9NZD1-1,54,0,0
Q99650-1   Q9UHD9,54,0,0
Q99675   O14735-1,6,0,0
Q99675   O15155-1,6,0,0
Q99675   O15552,6,0,0
Q99675   O43169,6,0,0
Q99675   O95159,6,0,0
Q99675   P21854,6,0,0
Q99675   P26715-1,6,0,0
Q99675   Q14656,6,0,0
Q99675   Q5BJF2,6,0,0
Q99675   Q5JXX7,6,0,0
Q99675   Q6ZUI0,6,0,0
Q99675   Q86VI4-2,6,0,0
Q99675   Q8IWU4-2,6,0,0
Q99675   Q8N5M9,6,0,0
Q99675   Q8TD06,6,0,0
Q99675   Q8TDT2,6,0,0
Q99675   Q8TDV0,6,0,0
Q99675   Q8TEB9-1,6,0,0
Q99675   Q969E2-1,6,0,0
Q99675   Q96D05-1,6,0,0
Q99675   Q96EC8-1,6,0,0
Q99675   Q96IV6-1,6,0,0
Q99675   Q96L08-1,6,0,0
Q99675   Q99726,6,0,0
Q99675   Q9H2K0,6,0,0
Q99675   Q9NV12,6,0,0
Q99675   Q9NX47,6,0,0
Q99675   Q9UHJ9-1,6,0,0
Q99675   Q9UIQ6-2,6,0,0
Q99687-3   O14964-1,2,0,0
Q99687-3   O95983-2,2,0,0
Q99687-3   O95988,2,0,0
Q99687-3   P0C7T5,2,0,0
Q99687-3   P48426-1,2,0,0
Q99687-3   P51687,2,0,0
Q99687-3   Q08117-2,2,0,0
Q99687-3   Q14119,2,0,0
Q99687-3   Q3SY00-1,2,0,0
Q99687-3   Q86YD7,2,0,0
Q99687-3   Q8IYX3-2,2,0,0
Q99687-3   Q8TAP4-1,2,0,0
Q99687-3   Q8TAU3-1,2,0,0
Q99687-3   Q8TC76,2,0,0
Q99687-3   Q8WWY3-1,2,0,0
Q99687-3   Q96BZ8,2,0,0
Q99687-3   Q96HW7-1,2,0,0
Q99687-3   Q96MY7-2,2,0,0
Q99687-3   Q9BQ89,2,0,0
Q99687-3   Q9H0I2-1,2,0,0
Q99687-3   Q9UIG4,2,0,0
Q99697-2   A0A0C4DG42,8,0,0
Q99697-2   A8MV65-2,8,0,0
Q99697-2   B8A4K4,8,0,0
Q99697-2   O43482,8,0,0
Q99697-2   O76011,8,0,0
Q99697-2   P28070,8,0,0
Q99697-2   P49639,8,0,0
Q99697-2   P54259,8,0,0
Q99697-2   P63172,8,0,0
Q99697-2   Q08117-2,8,0,0
Q99697-2   Q13077-1,8,0,0
Q99697-2   Q15038-1,8,0,0
Q99697-2   Q16633,8,0,0
Q99697-2   Q3LI64,8,0,0
Q99697-2   Q3LI72,8,0,0
Q99697-2   Q3LI76,8,0,0
Q99697-2   Q3SYF9,8,0,0
Q99697-2   Q6NVU6,8,0,0
Q99697-2   Q8IUC3,8,0,0
Q99697-2   Q93062-3,8,0,0
Q99697-2   Q96LM6,8,0,0
Q99697-2   Q96RU7,8,0,0
Q99697-2   Q99471-1,8,0,0
Q99697-2   Q9BYR6,8,0,0
Q99697-2   Q9GZM7-1,8,0,0
Q99697-2   Q9NZC7-5,8,0,0
Q99697-2   Q9Y5J3-1,8,0,0
Q99712   P48544,6,0,0
Q99712   P63252,6,0,0
Q99717   P78424-1,4,0,0
Q99717   Q969T9,4,0,0
Q99719-1   J3KNL2,1,0,0
Q99719-1   P43356,1,0,0
Q99719-1   Q15019-3,1,0,0
Q99719-1   Q8IYM1-1,1,0,0
Q99719-1   Q96D03,1,0,0
Q99719-1   Q9NVA2-1,1,0,0
Q99719-1   Q9NZD8-1,1,0,0
Q99726   ENST00000485853.5,2,0,0
Q99726   O15529,2,0,0
Q99726   O95197-3,2,0,0
Q99726   O95436-2,2,0,0
Q99726   O95470,2,0,0
Q99726   P25942-1,2,0,0
Q99726   P48165,2,0,0
Q99726   Q3KNW5,2,0,0
Q99726   Q6ZMZ0-1,2,0,0
Q99726   Q7Z5P4-1,2,0,0
Q99726   Q86VR2-1,2,0,0
Q99726   Q8IWU4-2,2,0,0
Q99726   Q8NBJ4-1,2,0,0
Q99726   Q8TDT2,2,0,0
Q99726   Q8TED1,2,0,0
Q99726   Q96P31-6,2,0,0
Q99726   Q99675,2,0,0
Q99726   Q9GZR5,2,0,0
Q99726   Q9NQQ7-1,2,0,0
Q99726   Q9NUH8-1,2,0,0
Q99726   Q9NWH2,2,0,0
Q99726   Q9NX40-1,2,0,0
Q99726   Q9NY72,2,0,0
Q99728-1   ENSP00000476265.1,68,3,0
Q99728-1   H7C4R2,68,3,0
Q99728-1   O75031-1,68,3,0
Q99728-1   O95751,68,3,0
Q99728-1   Q13077-1,68,3,0
Q99728-1   Q13422-7,68,3,0
Q99728-1   Q15276-1,68,3,0
Q99728-1   Q5JR59-3,68,3,0
Q99728-1   Q8N720-1,68,3,0
Q99728-1   Q9BVG8-5,68,3,0
Q99728-1   Q9Y2T1,68,3,0
Q99731   P50222,7,0,0
Q99735-1   O75396,1,0,0
Q99735-1   P16619,1,0,0
Q99735-1   P26678,1,0,0
Q99735-1   P48165,1,0,0
Q99735-1   P78348-2,1,0,0
Q99735-1   Q15836,1,0,0
Q99735-1   Q16585-1,1,0,0
Q99735-1   Q4LDR2,1,0,0
Q99735-1   Q5BVD1-1,1,0,0
Q99735-1   Q6UWW9,1,0,0
Q99735-1   Q86T13,1,0,0
Q99735-1   Q8TED1,1,0,0
Q99735-1   Q92843-1,1,0,0
Q99735-1   Q96BA8-1,1,0,0
Q99735-1   Q96F15-1,1,0,0
Q99735-1   Q96IW7,1,0,0
Q99735-1   Q96LL9,1,0,0
Q99735-1   Q96T60-1,1,0,0
Q99735-1   Q99735-1,1,0,0
Q99735-1   Q9HD36,1,0,0
Q99735-1   Q9NRX6,1,0,0
Q99735-1   Q9UNK0,1,0,0
Q99743   O00327-8,15,0,0
Q99743   O43639,15,0,0
Q99743   Q0VD86-1,15,0,0
Q99743   Q5T6F2-1,15,0,0
Q99743   Q8WYA1-3,15,0,0
Q99743   Q96IV0-1,15,0,0
Q99743   Q9NP55-1,15,0,0
Q99757   A0A1B0GVF2,25,0,0
Q99757   A0PJX0,25,0,0
Q99757   A6NEM1-1,25,0,0
Q99757   C9IZY8,25,0,0
Q99757   G5EA54,25,0,0
Q99757   I3L3J2,25,0,0
Q99757   O15479,25,0,0
Q99757   O43805,25,0,0
Q99757   O75934,25,0,0
Q99757   O95571,25,0,0
Q99757   P01189,25,0,0
Q99757   P02549-1,25,0,0
Q99757   P19474-1,25,0,0
Q99757   P21673,25,0,0
Q99757   P24844-2,25,0,0
Q99757   P35638-1,25,0,0
Q99757   P40855-1,25,0,0
Q99757   P43358,25,0,0
Q99757   P49247,25,0,0
Q99757   P50222,25,0,0
Q99757   P63010-2,25,0,0
Q99757   P80188-1,25,0,0
Q99757   Q15555-1,25,0,0
Q99757   Q5I0X7,25,0,0
Q99757   Q5JR59-3,25,0,0
Q99757   Q5TD97,25,0,0
Q99757   Q674X7-4,25,0,0
Q99757   Q6PI77,25,0,0
Q99757   Q6RW13-2,25,0,0
Q99757   Q7Z3Y8,25,0,0
Q99757   Q86Y26-1,25,0,0
Q99757   Q8IUH3-3,25,0,0
Q99757   Q8IZE3-2,25,0,0
Q99757   Q8N0S2-1,25,0,0
Q99757   Q8N1B4-1,25,0,0
Q99757   Q8N2N9-4,25,0,0
Q99757   Q8N4Y2-3,25,0,0
Q99757   Q8NHQ1-1,25,0,0
Q99757   Q96CD2-1,25,0,0
Q99757   Q96CS2-1,25,0,0
Q99757   Q96D09,25,0,0
Q99757   Q96HR9-2,25,0,0
Q99757   Q96HT8,25,0,0
Q99757   Q96NT3-2,25,0,0
Q99757   Q96T49-1,25,0,0
Q99757   Q99750,25,0,0
Q99757   Q9BRT2,25,0,0
Q99757   Q9BT25-2,25,0,0
Q99757   Q9BX10-1,25,0,0
Q99757   Q9BXL8,25,0,0
Q99757   Q9H0C1,25,0,0
Q99757   Q9H668,25,0,0
Q99757   Q9H6J7-2,25,0,0
Q99757   Q9HD42-1,25,0,0
Q99757   Q9NZQ9-1,25,0,0
Q99757   Q9P2A4-1,25,0,0
Q99757   Q9UBB9-1,25,0,0
Q99757   Q9UFW8,25,0,0
Q99757   Q9UPY8-1,25,0,0
Q99757   Q9Y605,25,0,0
Q99767-2   Q8N7X4,37,16,7
Q99767-2   Q9Y2K6,37,16,7
Q99784-3   P50222,5,0,0
Q99795   ENSP00000426358.1,409,25,0
Q99795   O00526,409,25,0
Q99795   O75355-2,409,25,0
Q99795   P54852,409,25,0
Q99795   Q13021,409,25,0
Q99795   Q8IZ57,409,25,0
Q99795   Q9NRQ5,409,25,0
Q99801-1   P78317-1,8,0,0
Q99801-1   Q6Q8B3-1,8,0,0
Q99801-1   Q8TAU3-1,8,0,0
Q99801-1   Q96BI1,8,0,0
Q99801-1   Q9BQY4,8,0,0
Q99814   O00327-8,15,0,0
Q99814   Q8WYA1-3,15,0,0
Q99814   Q9Y2K6,15,0,0
Q99816-1   A5D8V6,9,3,1
Q99816-1   A6NC98-1,9,3,1
Q99816-1   A8K0Z3,9,3,1
Q99816-1   J3KNI5,9,3,1
Q99816-1   O76011,9,3,1
Q99816-1   O95229-1,9,3,1
Q99816-1   O95295,9,3,1
Q99816-1   O95429-1,9,3,1
Q99816-1   O95678,9,3,1
Q99816-1   P05783,9,3,1
Q99816-1   P08779,9,3,1
Q99816-1   P80188-1,9,3,1
Q99816-1   Q0VD86-1,9,3,1
Q99816-1   Q15025-1,9,3,1
Q99816-1   Q15323,9,3,1
Q99816-1   Q53EZ4-1,9,3,1
Q99816-1   Q6UWE0-1,9,3,1
Q99816-1   Q6ZMJ2-2,9,3,1
Q99816-1   Q86T90-1,9,3,1
Q99816-1   Q86VP1-1,9,3,1
Q99816-1   Q8N0S2-1,9,3,1
Q99816-1   Q8NBJ4-1,9,3,1
Q99816-1   Q8NEZ2-1,9,3,1
Q99816-1   Q8TBB1-1,9,3,1
Q99816-1   Q8TC20-4,9,3,1
Q99816-1   Q8TD31-1,9,3,1
Q99816-1   Q8WU39-1,9,3,1
Q99816-1   Q92764,9,3,1
Q99816-1   Q96CS2-1,9,3,1
Q99816-1   Q96IF1-1,9,3,1
Q99816-1   Q96JZ2-1,9,3,1
Q99816-1   Q96KN3-1,9,3,1
Q99816-1   Q96KQ4,9,3,1
Q99816-1   Q96MT8-3,9,3,1
Q99816-1   Q96PV6-2,9,3,1
Q99816-1   Q9BQ89,9,3,1
Q99816-1   Q9BYV2-1,9,3,1
Q99816-1   Q9H9H4,9,3,1
Q99816-1   Q9HAZ2-2,9,3,1
Q99816-1   Q9NR12-1,9,3,1
Q99816-1   Q9UBB9-1,9,3,1
Q99816-1   Q9UK41-2,9,3,1
Q99816-1   Q9ULD4-2,9,3,1
Q99816-1   Q9Y3M2,9,3,1
Q99819   Q6AI39,3,0,0
Q99819   Q9BTT4,3,0,0
Q99819   Q9Y6A5,3,0,0
Q99828-1   O00746-1,68,19,0
Q99828-1   O43639,68,19,0
Q99828-1   O60422,68,19,0
Q99828-1   P04066,68,19,0
Q99828-1   P10092,68,19,0
Q99828-1   P23759-2,68,19,0
Q99828-1   P26842,68,19,0
Q99828-1   P40199,68,19,0
Q99828-1   P48449-1,68,19,0
Q99828-1   Q04637-9,68,19,0
Q99828-1   Q3KNT9-1,68,19,0
Q99828-1   Q3SY00-1,68,19,0
Q99828-1   Q6UXG2-3,68,19,0
Q99828-1   Q6ZSB9-1,68,19,0
Q99828-1   Q7RTT5,68,19,0
Q99828-1   Q8NEA6-1,68,19,0
Q99828-1   Q9H7N4,68,19,0
Q99829   O60504-1,14,0,0
Q99829   Q9UPM6-1,14,0,0
Q99832-1   O60232,6,2,0
Q99832-1   Q02575,6,2,0
Q99832-1   Q969T9,6,2,0
Q99848   Q8IZU0-1,1,0,0
Q99848   Q8NHQ1-1,1,0,0
Q99848   Q8TDN6,1,0,0
Q99856   A0A087WTN8,2,0,0
Q99856   O15479,2,0,0
Q99856   O15481,2,0,0
Q99856   O60220,2,0,0
Q99856   P23025,2,0,0
Q99856   Q15014,2,0,0
Q99856   Q15323,2,0,0
Q99856   Q6BDI9,2,0,0
Q99856   Q9UBU8-2,2,0,0
Q99873-4   O60506-3,3,0,0
Q99873-4   Q15772-4,3,0,0
Q99873-4   Q16543,3,0,0
Q99873-4   Q99873-4,3,0,0
Q99873-4   Q9NR22-2,3,0,0
Q99880   P0C5Z0,46,14,0
Q99880   Q96CW1-1,46,14,0
Q99895   A8MV65-2,64,12,1
Q99895   B8A4K4,64,12,1
Q99895   O76011,64,12,1
Q99895   P60410,64,12,1
Q99895   Q07627,64,12,1
Q99895   Q3LI66,64,12,1
Q99895   Q8NI38-1,64,12,1
Q99895   Q8TF65,64,12,1
Q99895   Q96LM6,64,12,1
Q99895   Q99750,64,12,1
Q99895   Q9BYQ4,64,12,1
Q99895   Q9BYR8,64,12,1
Q99933-4   Q13200-1,92,0,0
Q99941-1   Q68G74-1,6,0,0
Q99942   A0PK00,6,0,0
Q99942   O00767,6,0,0
Q99942   O60831,6,0,0
Q99942   O95214-1,6,0,0
Q99942   O95870-1,6,0,0
Q99942   P11836-1,6,0,0
Q99942   P43005,6,0,0
Q99942   P51668,6,0,0
Q99942   P61077-1,6,0,0
Q99942   P61086-1,6,0,0
Q99942   P62837-1,6,0,0
Q99942   Q04941-1,6,0,0
Q99942   Q15041-1,6,0,0
Q99942   Q6ZPD8,6,0,0
Q99942   Q8IY26,6,0,0
Q99942   Q8N138-1,6,0,0
Q99942   Q8NBI2-1,6,0,0
Q99942   Q8TEB9-1,6,0,0
Q99942   Q969T4,6,0,0
Q99942   Q96D05-1,6,0,0
Q99942   Q96GQ5-1,6,0,0
Q99942   Q96LR5,6,0,0
Q99942   Q99942,6,0,0
Q99942   Q9BSR8,6,0,0
Q99942   Q9BWQ6,6,0,0
Q99942   Q9HAC8,6,0,0
Q99942   Q9UI14,6,0,0
Q99942   Q9Y2X8,6,0,0
Q99942   Q9Y548-1,6,0,0
Q99942   Q9Y5U4,6,0,0
Q99958   ENSP00000476265.1,2,0,0
Q99958   Q8N6F8,2,0,0
Q99958   Q9BYR6,2,0,0
Q99959-2   A0A087WUI6,73,52,4
Q99959-2   A0A087WXA6,73,52,4
Q99959-2   ENSP00000476265.1,73,52,4
Q99959-2   P02549-1,73,52,4
Q99959-2   Q08043,73,52,4
Q99959-2   Q13643,73,52,4
Q99959-2   Q15276-1,73,52,4
Q99959-2   Q15323,73,52,4
Q99959-2   Q58EX7-1,73,52,4
Q99959-2   Q5JR59-3,73,52,4
Q99959-2   Q86Z20-1,73,52,4
Q99959-2   Q8TD31-1,73,52,4
Q99959-2   Q8WW24,73,52,4
Q99959-2   Q96A72,73,52,4
Q99959-2   Q96ED9-2,73,52,4
Q99959-2   Q96HB5-1,73,52,4
Q99959-2   Q9H257-2,73,52,4
Q99959-2   Q9HAT0-1,73,52,4
Q99959-2   Q9NZQ3-3,73,52,4
Q99961-1   A1L443,41,21,6
Q99961-1   A5D8V6,41,21,6
Q99961-1   H0Y9T8,41,21,6
Q99961-1   O15524,41,21,6
Q99961-1   P20618,41,21,6
Q99961-1   P85298-4,41,21,6
Q99961-1   Q04118,41,21,6
Q99961-1   Q07960,41,21,6
Q99961-1   Q13330-1,41,21,6
Q99961-1   Q5T9C2-3,41,21,6
Q99961-1   Q6ZWK4,41,21,6
Q99961-1   Q7L190,41,21,6
Q99961-1   Q8IVM0-1,41,21,6
Q99961-1   Q8TAC9-1,41,21,6
Q99961-1   Q92917,41,21,6
Q99961-1   Q969L2,41,21,6
Q99961-1   Q96DZ9-2,41,21,6
Q99961-1   Q99961-1,41,21,6
Q99961-1   Q9H788-1,41,21,6
Q99961-1   Q9NZD8-1,41,21,6
Q99963-1   A0PK00,41,21,6
Q99963-1   O76064-1,41,21,6
Q99963-1   Q9UI14,41,21,6
Q99963-1   Q9Y3E0,41,21,6
Q99972   O43765,5,0,0
Q99973-1   Q5T6F2-1,103,21,20
Q99973-1   Q9BQY4,103,21,20
Q99988   P49639,13,0,0
Q99988   P59991,13,0,0
Q99988   Q13185,13,0,0
Q99988   Q99750,13,0,0
Q99988   Q9Y6A5,13,0,0
Q99990   A0A0C4DGE8,1,0,0
Q99990   B5MCM0,1,0,0
Q99990   O14770-4,1,0,0
Q99990   P36406-1,1,0,0
Q99990   P52597,1,0,0
Q99990   P55273,1,0,0
Q99990   Q08117-2,1,0,0
Q99990   Q0D2K3-1,1,0,0
Q99990   Q15561-2,1,0,0
Q99990   Q15562-2,1,0,0
Q99990   Q8WW24,1,0,0
Q99990   Q96PN8,1,0,0
Q99990   Q99471-1,1,0,0
Q99990   Q9NX04-1,1,0,0
Q9BPU6   Q14195-2,7,0,0
Q9BPU6   Q16555-1,7,0,0
Q9BPU6   Q6P656-1,7,0,0
Q9BPV8-1   P48165,17,3,0
Q9BPW5   Q8WXD5,96,2,0
Q9BPW5   Q96QZ7-3,96,2,0
Q9BPW9-1   Q9UNK0,4,0,0
Q9BPX1   O43189-1,2,0,0
Q9BPX1   P09234,2,0,0
Q9BPX1   P35219,2,0,0
Q9BPX1   P35638-1,2,0,0
Q9BPX1   P55273,2,0,0
Q9BPX1   Q04864-2,2,0,0
Q9BPX1   Q0VD86-1,2,0,0
Q9BPX1   Q53H80,2,0,0
Q9BPX1   Q5T2D3,2,0,0
Q9BPX1   Q96HA8-1,2,0,0
Q9BPX1   Q96LB9,2,0,0
Q9BPX1   Q9BPX1,2,0,0
Q9BPX1   Q9BX63,2,0,0
Q9BPX1   Q9HB75-2,2,0,0
Q9BPX1   Q9HC98-1,2,0,0
Q9BPX1   Q9NRD5-1,2,0,0
Q9BPX1   Q9NU19,2,0,0
Q9BPX5   O95257,3,0,0
Q9BPX5   P59998-1,3,0,0
Q9BPY8-1   Q9NRD5-1,8,0,0
Q9BPZ3   Q96DU9-1,1,0,0
Q9BQ04   P09012,47,5,2
Q9BQ04   P54259,47,5,2
Q9BQ04   Q13351,47,5,2
Q9BQ04   Q3SY00-1,47,5,2
Q9BQ04   Q8NI38-1,47,5,2
Q9BQ13-2   O75716,6,1,0
Q9BQ24-1   O95070,2,0,0
Q9BQ24-1   Q15041-1,2,0,0
Q9BQ24-1   Q71RC9,2,0,0
Q9BQ24-1   Q8IZR5-2,2,0,0
Q9BQ24-1   Q96HR9-2,2,0,0
Q9BQ24-1   Q9UI14,2,0,0
Q9BQ29   O15126-1,1,0,0
Q9BQ29   O43561-2,1,0,0
Q9BQ29   O60883,1,0,0
Q9BQ29   P08247-1,1,0,0
Q9BQ29   P10619-1,1,0,0
Q9BQ29   P11836-1,1,0,0
Q9BQ29   P17707-1,1,0,0
Q9BQ29   P24593,1,0,0
Q9BQ29   P29400-2,1,0,0
Q9BQ29   P49638,1,0,0
Q9BQ29   P55327-2,1,0,0
Q9BQ29   P60033,1,0,0
Q9BQ29   P78329-1,1,0,0
Q9BQ29   Q04941-1,1,0,0
Q9BQ29   Q06432,1,0,0
Q9BQ29   Q14CN2-1,1,0,0
Q9BQ29   Q5QGT7,1,0,0
Q9BQ29   Q6RW13-2,1,0,0
Q9BQ29   Q6UX40-1,1,0,0
Q9BQ29   Q6ZPD8,1,0,0
Q9BQ29   Q86W74-2,1,0,0
Q9BQ29   Q8IWU4-2,1,0,0
Q9BQ29   Q8N2M4,1,0,0
Q9BQ29   Q8N661,1,0,0
Q9BQ29   Q8WWP7,1,0,0
Q9BQ29   Q8WZ55,1,0,0
Q9BQ29   Q969L2,1,0,0
Q9BQ29   Q96DZ9-2,1,0,0
Q9BQ29   Q96EC8-1,1,0,0
Q9BQ29   Q96FN4-1,1,0,0
Q9BQ29   Q96FZ5-1,1,0,0
Q9BQ29   Q96LZ7-1,1,0,0
Q9BQ29   Q9BQ29,1,0,0
Q9BQ29   Q9H2L4,1,0,0
Q9BQ29   Q9NVV5-2,1,0,0
Q9BQ29   Q9UBN6,1,0,0
Q9BQ29   Q9UBY5,1,0,0
Q9BQ29   Q9ULP0-2,1,0,0
Q9BQ29   Q9Y680-2,1,0,0
Q9BQ51-1   A2RU14,27,0,0
Q9BQ51-1   O60883,27,0,0
Q9BQ51-1   P27449,27,0,0
Q9BQ51-1   P30825,27,0,0
Q9BQ51-1   Q5BJF2,27,0,0
Q9BQ51-1   Q6ZSS7,27,0,0
Q9BQ51-1   Q7Z2K6-1,27,0,0
Q9BQ51-1   Q7Z4F1-1,27,0,0
Q9BQ51-1   Q86UP2-3,27,0,0
Q9BQ51-1   Q8N3T1,27,0,0
Q9BQ51-1   Q8WW34-2,27,0,0
Q9BQ51-1   Q96GQ5-1,27,0,0
Q9BQ51-1   Q96JW4,27,0,0
Q9BQ51-1   Q9BVK8-1,27,0,0
Q9BQ51-1   Q9BZL3,27,0,0
Q9BQ51-1   Q9H2H9,27,0,0
Q9BQ51-1   Q9NQQ7-1,27,0,0
Q9BQ51-1   Q9NVC3-1,27,0,0
Q9BQ51-1   Q9NYW0,27,0,0
Q9BQ69   P52294,1,0,0
Q9BQA1-1   Q96E35,96,21,20
Q9BQA5-1   O14561,10,0,0
Q9BQC3-1   O95363,3,0,0
Q9BQC3-1   P11844,3,0,0
Q9BQC3-1   P61326-1,3,0,0
Q9BQC3-1   Q07912-2,3,0,0
Q9BQC3-1   Q8IVT2,3,0,0
Q9BQC3-1   Q9HC98-1,3,0,0
Q9BQC6   A8MZ59,5,0,0
Q9BQC6   Q9UHD4,5,0,0
Q9BQE4   Q6Q788,2,0,0
Q9BQG1   P48051,14,0,0
Q9BQG1   Q6IN84-1,14,0,0
Q9BQI9-1   H0YH91,1,0,0
Q9BQI9-1   P36508-1,1,0,0
Q9BQI9-1   Q8N9N5-2,1,0,0
Q9BQP7   Q9NRD5-1,5,0,0
Q9BQQ3-1   A0A0C4DGE8,2,0,0
Q9BQQ3-1   O00116,2,0,0
Q9BQQ3-1   Q12765-1,2,0,0
Q9BQQ3-1   Q9BUZ4-1,2,0,0
Q9BQS2-2   O15342,14,0,0
Q9BQS2-2   Q5JX71,14,0,0
Q9BQS2-2   Q8TDT2,14,0,0
Q9BQS2-2   Q8TED1,14,0,0
Q9BQS2-2   Q9UHP7-2,14,0,0
Q9BQT9-1   P21145-1,12,0,0
Q9BQT9-1   Q16617,12,0,0
Q9BQT9-1   Q5BJF2,12,0,0
Q9BQT9-1   Q6UX06,12,0,0
Q9BQT9-1   Q6UX40-1,12,0,0
Q9BQT9-1   Q8N609,12,0,0
Q9BQT9-1   Q8N966,12,0,0
Q9BQT9-1   Q969K7-1,12,0,0
Q9BQT9-1   Q96FZ5-1,12,0,0
Q9BQT9-1   Q9UHJ9-1,12,0,0
Q9BQY4   A0A0C4DFZ2,8,0,0
Q9BQY4   A0A0C4DGF1,8,0,0
Q9BQY4   A1KXE4-1,8,0,0
Q9BQY4   C9J9W2,8,0,0
Q9BQY4   ENST00000592560.1,8,0,0
Q9BQY4   O43186,8,0,0
Q9BQY4   O43251-10,8,0,0
Q9BQY4   O95231,8,0,0
Q9BQY4   P35548,8,0,0
Q9BQY4   P40199,8,0,0
Q9BQY4   P59991,8,0,0
Q9BQY4   P78317-1,8,0,0
Q9BQY4   P84101-3,8,0,0
Q9BQY4   P86478,8,0,0
Q9BQY4   P86479,8,0,0
Q9BQY4   P86480,8,0,0
Q9BQY4   P86481,8,0,0
Q9BQY4   P86496,8,0,0
Q9BQY4   Q03060-25,8,0,0
Q9BQY4   Q08AM6-1,8,0,0
Q9BQY4   Q15038-1,8,0,0
Q9BQY4   Q15645-1,8,0,0
Q9BQY4   Q3LI64,8,0,0
Q9BQY4   Q3LI66,8,0,0
Q9BQY4   Q3LI70,8,0,0
Q9BQY4   Q3LI72,8,0,0
Q9BQY4   Q3LI76,8,0,0
Q9BQY4   Q3LI77,8,0,0
Q9BQY4   Q3SYF9,8,0,0
Q9BQY4   Q3V5L5-5,8,0,0
Q9BQY4   Q52LG2,8,0,0
Q9BQY4   Q5T4B2-2,8,0,0
Q9BQY4   Q5T6F2-1,8,0,0
Q9BQY4   Q6J272-1,8,0,0
Q9BQY4   Q6P1W5-2,8,0,0
Q9BQY4   Q6PEX3,8,0,0
Q9BQY4   Q6ZRY4-1,8,0,0
Q9BQY4   Q7Z7F0-3,8,0,0
Q9BQY4   Q8IUC3,8,0,0
Q9BQY4   Q8IZ20-1,8,0,0
Q9BQY4   Q8N9W6-1,8,0,0
Q9BQY4   Q92567-2,8,0,0
Q9BQY4   Q93062-3,8,0,0
Q9BQY4   Q96A09,8,0,0
Q9BQY4   Q96G42,8,0,0
Q9BQY4   Q96IP4-1,8,0,0
Q9BQY4   Q99750,8,0,0
Q9BQY4   Q99801-1,8,0,0
Q9BQY4   Q99973-1,8,0,0
Q9BQY4   Q9H0E2-1,8,0,0
Q9BQY4   Q9NR55,8,0,0
Q9BQY4   Q9NV39,8,0,0
Q9BQY4   Q9NZF1,8,0,0
Q9BQY4   Q9UD57,8,0,0
Q9BQY4   Q9UQM7-1,8,0,0
Q9BQY4   Q9Y5V3-1,8,0,0
Q9BQY6-2   P50222,2,0,0
Q9BQY6-2   Q15323,2,0,0
Q9BR01-1   P22735-1,1,0,0
Q9BR01-1   Q9BR01-1,1,0,0
Q9BR01-1   Q9UPT6-1,1,0,0
Q9BR61   O60551,68,3,0
Q9BR61   P30419-1,68,3,0
Q9BR76   Q969G2,100,21,20
Q9BR84-1   P45984-1,9,0,0
Q9BR84-1   P60410,9,0,0
Q9BR84-1   Q99750,9,0,0
Q9BR84-1   Q9BWT7-1,9,0,0
Q9BR84-1   Q9NP86,9,0,0
Q9BRC7-1   P50221-1,54,0,0
Q9BRC7-1   P50222,54,0,0
Q9BRD0-1   Q92917,3,0,0
Q9BRG1   A0A024R0Y4,2,0,0
Q9BRG1   P14373-1,2,0,0
Q9BRG1   Q6ZU15,2,0,0
Q9BRG1   Q86U10-1,2,0,0
Q9BRG1   Q86VN1-1,2,0,0
Q9BRG1   Q8IUI8-1,2,0,0
Q9BRG1   Q8N0S2-1,2,0,0
Q9BRG1   Q96FZ7,2,0,0
Q9BRG1   Q96H20-1,2,0,0
Q9BRG1   Q9BPU9,2,0,0
Q9BRG1   Q9H190-1,2,0,0
Q9BRG1   Q9NP55-1,2,0,0
Q9BRG1   Q9NRD5-1,2,0,0
Q9BRG1   Q9NZD8-1,2,0,0
Q9BRH9   P60411-1,9,0,0
Q9BRH9   Q5TD97,9,0,0
Q9BRH9   Q8WV44-1,9,0,0
Q9BRI3-1   A0A0A0MSK9,2,0,0
Q9BRI3-1   A0A0C4DG49,2,0,0
Q9BRI3-1   O00559-1,2,0,0
Q9BRI3-1   O14569,2,0,0
Q9BRI3-1   O15529,2,0,0
Q9BRI3-1   O15552,2,0,0
Q9BRI3-1   O15554,2,0,0
Q9BRI3-1   O95377,2,0,0
Q9BRI3-1   O95870-1,2,0,0
Q9BRI3-1   P01374,2,0,0
Q9BRI3-1   P10619-1,2,0,0
Q9BRI3-1   P11912-1,2,0,0
Q9BRI3-1   P13236,2,0,0
Q9BRI3-1   P14151-2,2,0,0
Q9BRI3-1   P14324-1,2,0,0
Q9BRI3-1   P16278,2,0,0
Q9BRI3-1   P25942-1,2,0,0
Q9BRI3-1   P29033,2,0,0
Q9BRI3-1   P30825,2,0,0
Q9BRI3-1   P31358,2,0,0
Q9BRI3-1   P34910-1,2,0,0
Q9BRI3-1   P35372-1,2,0,0
Q9BRI3-1   P36021,2,0,0
Q9BRI3-1   P36382,2,0,0
Q9BRI3-1   P41181,2,0,0
